334700290383387.0,1,1,7,7,2177,3739,3509,811,91,1,2,4,1,4,1,4,4,4,1,2,3,4,1,3,1,3,1,0,0,0,2,2,2,1,2
202989388659336.8,2,1,7,7,1253,91,2177,4829,91,1,2,4,1,4,1,4,4,4,0,2,3,4,0,2,2,2,2,0,2,2,3,3,3,0,3
214592850770420.56,2,1,7,3,1219,811,2932,4397,91,2,3,4,2,4,2,4,4,4,0,1,4,0,0,0,0,0,0,2,2,2,2,3,3,0,3
134257318040803.72,2,1,7,7,91,1157,47,1132,91,1,2,4,1,2,4,4,4,4,1,2,3,4,1,2,3,2,3,2,3,2,1,3,3,1,2
259164625576801.06,1,1,7,7,811,1339,977,4109,91,0,1,3,4,3,4,4,4,4,0,1,2,3,4,0,2,2,2,2,2,2,3,3,3,3,1
366983174384359.8,2,1,7,7,2297,2957,1148,2177,91,1,2,3,4,3,4,4,4,4,0,2,3,4,0,3,3,3,3,0,2,3,1,2,2,1,2
374710639246899.56,1,1,7,7,3485,2332,761,3619,91,2,3,4,2,4,2,4,4,4,1,2,3,2,3,2,3,2,2,1,2,1,0,1,1,3,0
250471412112634.66,1,1,7,7,2177,1331,3017,811,91,0,1,2,4,2,4,4,4,4,0,1,2,3,4,1,2,1,1,0,1,1,2,2,2,0,1
282810110922797.9,2,1,7,7,4459,1097,41,785,91,2,3,4,2,3,4,4,4,4,0,1,2,3,1,2,3,1,2,2,2,2,1,3,1,3,0
259164625576801.06,1,1,7,7,811,1339,977,4109,91,0,1,3,4,1,4,4,4,4,0,1,2,3,4,0,2,2,2,2,2,2,3,3,3,3,1
