1.195649677081992e+19,2,2,7,6,3,3,6,4,6,1,2,3,1,2,1,1,1,1,2,0,0,1,2,4,0,1,3,1,3,1,2,3,1,2,1,2,1,1,4,4
2.3532524603429405e+19,1,2,7,7,5,2,1,5,4,0,1,2,3,0,2,3,2,3,3,1,2,3,2,3,3,1,2,4,1,0,1,3,4,1,3,3,3,3,3,4
1.3018233918691107e+19,1,2,7,7,1,2,6,4,5,0,1,2,0,1,2,0,1,0,0,4,0,3,4,0,3,0,2,3,0,1,2,3,4,1,2,3,4,3,2,3
1.5094405648922915e+19,1,1,7,7,5,6,2,1,3,0,1,3,4,0,1,3,3,3,3,2,1,3,1,3,3,1,4,4,4,1,2,3,1,2,3,2,3,2,0,3
1.1700156998570211e+19,2,1,7,7,6,3,4,2,5,1,2,3,4,1,2,1,2,1,3,3,1,2,3,1,3,0,2,3,0,0,1,2,4,1,4,4,4,4,3,0
