1960774992.3253386,1,1,7,3,2177,91,3244,4121,977,2,3,4,4,4,4,4,0,2,3,4,3,2,3,2,2,2,3,3
1943821703.5776,2,1,7,7,2897,3577,761,91,977,2,2,4,4,4,4,4,2,4,2,2,2,0,1,1,1,1,1,1
1888824773.8367996,2,1,7,7,292,2177,4915,91,1097,0,0,4,4,4,4,4,0,1,2,0,0,0,2,4,0,2,2,2
1943821703.5776,2,1,7,7,2897,3577,761,91,977,2,2,4,4,4,4,4,2,4,2,2,2,0,1,1,1,1,1,1
