1.1345697688560796e+16,2,1,7,6,4,3,6,2,5,0,2,3,2,3,0,2,0,0,1,2,0,1,2,1,1,1,1,1,1,1,0,2,4,2,4,4,4
4096464089623577.0,1,2,7,3,5,5,3,2,3,0,4,4,4,4,0,1,2,0,1,2,4,0,1,2,1,2,1,2,1,1,0,1,2,0,1,1,1
8445677771240452.0,1,1,7,7,1,2,4,3,3,0,4,0,0,0,1,2,1,0,2,3,4,0,2,4,0,4,0,4,4,2,1,2,1,1,1,1,1
1.0987845781881146e+16,1,1,7,7,1,4,5,3,3,0,1,3,3,3,1,2,1,0,1,2,4,0,1,2,4,1,4,4,4,3,1,2,3,1,2,3,2
5453090890685035.0,2,2,7,7,3,1,6,3,4,0,1,2,1,2,0,2,1,0,1,3,4,0,1,3,4,1,3,3,3,2,0,2,4,0,2,4,4
