4.2925751981682944e+20,1,2,7,7,6,1,4,4,2,0,1,4,0,4,1,4,1,0,1,2,3,4,0,1,2,0,1,2,0,2,0,1,0,2,3,4,0,2,3,3,3,3,3,3,2
4.4041138687006435e+20,1,1,7,7,1,4,4,6,1,0,1,2,4,1,4,4,1,0,1,2,3,4,0,1,2,0,2,0,2,0,0,0,0,1,2,3,0,1,2,0,1,2,1,1,0
7.326815997827226e+20,1,2,7,7,5,6,1,4,3,0,2,4,0,0,3,3,2,0,1,2,3,4,1,2,3,4,1,2,3,4,4,0,0,1,2,3,0,1,0,0,0,0,0,0,1
5.3910448031265535e+20,1,2,7,6,6,3,5,6,6,1,2,3,1,3,0,1,2,0,3,4,0,3,4,0,3,0,3,0,3,0,3,1,1,2,3,4,1,2,3,4,2,3,4,2,0
6.2506412909146e+20,1,3,7,7,2,3,3,2,2,0,1,2,4,0,1,3,0,1,2,4,1,2,4,1,1,1,1,1,1,1,1,2,2,3,4,2,3,4,2,3,3,3,3,3,3
